"","GradeLevel","NR6_GRD_Mean","SLSS_GRD_Mean"
"1",6,3.74189814814815,4.24107142857143
"2",7,3.51228070175439,4.07218045112782
"3",8,3.51893939393939,4.43506493506494
"4",9,3.38963963963964,4.12934362934363
"5",10,3.4917695473251,4.37037037037037
"6",11,3.51543209876543,4.0978835978836
"7",12,3.77956989247312,3.94009216589862
"8",NA,NA,NA
